Time (s) 	P1 X (micron) 	 P1 Y (micron) 	P2 X (micron) 	 P2 Y (micron) 	P3 X (micron) 	 P3 Y (micron) 	P4 X (micron) 	 P4 Y (micron) 	P5 X (micron) 	 P5 Y (micron) 	P6 X (micron) 	 P6 Y (micron) 	P7 X (micron) 	 P7 Y (micron) 	P8 X (micron) 	 P8 Y (micron) 	P9 X (micron) 	 P9 Y (micron) 	P10 X (micron) 	 P10 Y (micron) 	P11 X (micron) 	 P11 Y (micron) 	P12 X (micron) 	 P12 Y (micron) 	P13 X (micron) 	 P13 Y (micron) 	P14 X (micron) 	 P14 Y (micron) 	P15 X (micron) 	 P15 Y (micron) 	P16 X (micron) 	 P16 Y (micron) 	P17 X (micron) 	 P17 Y (micron) 	P18 X (micron) 	 P18 Y (micron) 	P19 X (micron) 	 P19 Y (micron) 	P20 X (micron) 	 P20 Y (micron) 	P21 X (micron) 	 P21 Y (micron) 	P22 X (micron) 	 P22 Y (micron) 	P23 X (micron) 	 P23 Y (micron) 	P24 X (micron) 	 P24 Y (micron) 	P25 X (micron) 	 P25 Y (micron) 	P26 X (micron) 	 P26 Y (micron) 	P27 X (micron) 	 P27 Y (micron) 	P28 X (micron) 	 P28 Y (micron) 	P29 X (micron) 	 P29 Y (micron) 	P30 X (micron) 	 P30 Y (micron) 	P31 X (micron) 	 P31 Y (micron) 	P32 X (micron) 	 P32 Y (micron) 	P33 X (micron) 	 P33 Y (micron) 	P34 X (micron) 	 P34 Y (micron) 	P35 X (micron) 	 P35 Y (micron) 	P36 X (micron) 	 P36 Y (micron) 	P37 X (micron) 	 P37 Y (micron) 	P38 X (micron) 	 P38 Y (micron) 	P39 X (micron) 	 P39 Y (micron) 	P40 X (micron) 	 P40 Y (micron) 	P41 X (micron) 	 P41 Y (micron) 	P42 X (micron) 	 P42 Y (micron) 	P43 X (micron) 	 P43 Y (micron) 	P44 X (micron) 	 P44 Y (micron) 	P45 X (micron) 	 P45 Y (micron) 	P46 X (micron) 	 P46 Y (micron) 	P47 X (micron) 	 P47 Y (micron) 	P48 X (micron) 	 P48 Y (micron) 	P49 X (micron) 	 P49 Y (micron) 	P50 X (micron) 	 P50 Y (micron) 	
0.014800 	4.368251 	 2.831961 	3.045882 	 2.902266 	5.262614 	 2.570919 	2.982488 	 1.793658 	1.406132 	 1.333547 	3.878938 	 3.424805 	5.093525 	 1.693383 	4.905941 	 1.351323 	5.365654 	 1.543521 	4.026189 	 3.235645 	4.664852 	 0.714907 	2.368656 	 1.876370 	5.064531 	 4.077959 	1.717660 	 3.080788 	2.573958 	 3.039020 	1.069340 	 1.340001 	0.488913 	 3.897347 	4.804291 	 1.277549 	2.655216 	 0.444637 	0.382714 	 3.084301 	3.884239 	 2.635052 	4.863413 	 2.285096 	5.104507 	 2.851889 	4.099847 	 1.780097 	5.164642 	 1.552204 	0.615423 	 4.064907 	1.009775 	 2.822783 	2.779832 	 3.202069 	3.864546 	 1.280820 	2.955868 	 3.668170 	5.499544 	 3.015466 	0.190764 	 3.880727 	1.980961 	 1.614969 	3.582532 	 2.814715 	4.637276 	 2.044276 	2.921071 	 3.144749 	1.313630 	 2.695838 	1.497115 	 1.746242 	0.119215 	 1.256715 	0.355887 	 0.152489 	4.020649 	 0.049482 	4.769635 	 2.639195 	2.744247 	 3.491195 	5.025568 	 1.718787 	2.831300 	 2.477419 	0.216169 	 2.096904 	1.225430 	 4.086385 	5.017075 	 1.484397 	0.417991 	 3.521632 	3.127286 	 3.460450 	
0.014900 	4.383915 	 2.826431 	3.038913 	 2.914591 	5.257590 	 2.570123 	2.979471 	 1.803401 	1.421615 	 1.339251 	3.911167 	 3.431163 	5.095041 	 1.708987 	4.913372 	 1.343910 	5.375978 	 1.537454 	4.028294 	 3.254869 	4.666572 	 0.709841 	2.372565 	 1.853237 	5.081516 	 4.077406 	1.729764 	 3.093760 	2.589536 	 3.046578 	1.074336 	 1.335470 	0.490087 	 3.901067 	4.785796 	 1.283685 	2.652937 	 0.455063 	0.375921 	 3.089602 	3.872969 	 2.639598 	4.858068 	 2.277564 	5.105443 	 2.851250 	4.101949 	 1.784992 	5.164919 	 1.551084 	0.627219 	 4.075246 	1.022488 	 2.830111 	2.765492 	 3.215507 	3.875679 	 1.299403 	2.956662 	 3.676565 	5.497408 	 2.993730 	0.196664 	 3.863867 	2.004374 	 1.611863 	3.589496 	 2.809347 	4.637798 	 2.016584 	2.938227 	 3.140919 	1.309678 	 2.688439 	1.495983 	 1.742775 	0.119760 	 1.264680 	0.365397 	 0.155943 	4.036566 	 0.063979 	4.781637 	 2.653778 	2.745478 	 3.488928 	5.029144 	 1.714746 	2.837668 	 2.473466 	0.206390 	 2.095411 	1.203002 	 4.068900 	5.010809 	 1.483454 	0.406892 	 3.518334 	3.128775 	 3.456970 	
0.015000 	4.403558 	 2.832433 	3.048210 	 2.908984 	5.259268 	 2.568298 	2.953210 	 1.798490 	1.440200 	 1.346595 	3.936907 	 3.427746 	5.087814 	 1.714823 	4.909529 	 1.338743 	5.389974 	 1.544114 	4.032658 	 3.264480 	4.677767 	 0.710972 	2.385871 	 1.825174 	5.102964 	 4.075994 	1.741924 	 3.099085 	2.599069 	 3.054215 	1.087224 	 1.333027 	0.488745 	 3.896748 	4.789703 	 1.278444 	2.648628 	 0.459628 	0.378553 	 3.103378 	3.861043 	 2.639533 	4.859713 	 2.274292 	5.132021 	 2.855473 	4.122713 	 1.788431 	5.161053 	 1.544215 	0.634111 	 4.085622 	1.022098 	 2.834322 	2.767899 	 3.220289 	3.874252 	 1.316084 	2.955385 	 3.682682 	5.497456 	 2.978234 	0.196794 	 3.861019 	2.005100 	 1.611160 	3.598454 	 2.809050 	4.640941 	 2.019226 	2.938287 	 3.152647 	1.318335 	 2.675682 	1.500055 	 1.751912 	0.108584 	 1.278308 	0.386061 	 0.157016 	4.053539 	 0.075134 	4.770462 	 2.665586 	2.753472 	 3.501212 	5.033952 	 1.724902 	2.848819 	 2.468157 	0.197565 	 2.096559 	1.197535 	 4.058932 	5.019022 	 1.484918 	0.407946 	 3.510419 	3.137579 	 3.462613 	
0.015100 	4.425503 	 2.839408 	3.067163 	 2.910252 	5.264197 	 2.565491 	2.940587 	 1.787087 	1.449180 	 1.366656 	3.952320 	 3.419966 	5.096060 	 1.716612 	4.915058 	 1.338907 	5.390090 	 1.555659 	4.038531 	 3.275385 	4.688449 	 0.718157 	2.393364 	 1.811986 	5.124344 	 4.062443 	1.748875 	 3.111163 	2.594687 	 3.070009 	1.091558 	 1.339118 	0.485429 	 3.905625 	4.813660 	 1.285798 	2.657727 	 0.467349 	0.390807 	 3.110934 	3.853810 	 2.623873 	4.877856 	 2.285815 	5.148113 	 2.853729 	4.131036 	 1.785595 	5.164073 	 1.531508 	0.634936 	 4.094135 	1.033902 	 2.830724 	2.776962 	 3.207219 	3.884829 	 1.322610 	2.949893 	 3.696947 	5.492361 	 2.973909 	0.190979 	 3.868108 	2.004956 	 1.620548 	3.598998 	 2.809639 	4.646040 	 2.021118 	2.937248 	 3.150246 	1.336965 	 2.663630 	1.495118 	 1.762770 	0.128751 	 1.288789 	0.377107 	 0.150745 	4.055294 	 0.080770 	4.771546 	 2.679579 	2.764853 	 3.509933 	5.031210 	 1.728280 	2.862956 	 2.446389 	0.178820 	 2.120686 	1.182681 	 4.047312 	5.021478 	 1.495111 	0.398746 	 3.502615 	3.143190 	 3.477158 	
0.015200 	4.449053 	 2.847373 	3.074087 	 2.904562 	5.266258 	 2.572335 	2.933970 	 1.780492 	1.457912 	 1.365811 	3.971404 	 3.409346 	5.105137 	 1.724758 	4.913478 	 1.329841 	5.392772 	 1.571238 	4.048926 	 3.277003 	4.697152 	 0.730478 	2.393052 	 1.800511 	5.151521 	 4.049683 	1.757074 	 3.129862 	2.590981 	 3.087826 	1.084081 	 1.342896 	0.488429 	 3.915138 	4.832436 	 1.295318 	2.667612 	 0.482213 	0.396888 	 3.109681 	3.833440 	 2.623526 	4.891220 	 2.308500 	5.160408 	 2.847834 	4.132581 	 1.793384 	5.169536 	 1.506065 	0.618980 	 4.117364 	1.036553 	 2.817130 	2.787979 	 3.185641 	3.905737 	 1.332489 	2.950732 	 3.694139 	5.494889 	 2.972175 	0.200168 	 3.861603 	2.019904 	 1.617361 	3.599407 	 2.802801 	4.656175 	 2.031706 	2.927406 	 3.149311 	1.347491 	 2.675347 	1.483311 	 1.760212 	0.140469 	 1.305844 	0.373182 	 0.135599 	4.064376 	 0.087764 	4.759426 	 2.686759 	2.783913 	 3.509561 	5.018347 	 1.733282 	2.870582 	 2.428178 	0.154876 	 2.131918 	1.172964 	 4.038734 	5.009629 	 1.499377 	0.402919 	 3.493412 	3.149094 	 3.484660 	
0.015300 	4.462754 	 2.851180 	3.092807 	 2.900746 	5.278217 	 2.578916 	2.926971 	 1.782070 	1.465401 	 1.348039 	3.990475 	 3.405998 	5.103127 	 1.734177 	4.923141 	 1.314001 	5.392344 	 1.589246 	4.037655 	 3.260334 	4.711047 	 0.723230 	2.382491 	 1.797448 	5.175944 	 4.058736 	1.774503 	 3.146009 	2.586015 	 3.092274 	1.095875 	 1.337424 	0.506952 	 3.923366 	4.846117 	 1.295742 	2.659721 	 0.484574 	0.408026 	 3.118275 	3.828525 	 2.623890 	4.902562 	 2.334281 	5.193206 	 2.852755 	4.125872 	 1.795423 	5.168726 	 1.487105 	0.615651 	 4.114840 	1.051878 	 2.818587 	2.802110 	 3.179546 	3.911259 	 1.339339 	2.946720 	 3.679819 	5.497732 	 2.972968 	0.216979 	 3.836401 	2.025416 	 1.625000 	3.616990 	 2.792632 	4.649158 	 2.034146 	2.927719 	 3.138514 	1.353440 	 2.695592 	1.482551 	 1.742196 	0.141928 	 1.317169 	0.370691 	 0.120056 	4.061073 	 0.084323 	4.743037 	 2.673959 	2.793742 	 3.513506 	5.009948 	 1.731831 	2.869553 	 2.421501 	0.139378 	 2.137125 	1.164345 	 4.018027 	5.006210 	 1.485848 	0.400738 	 3.478654 	3.154603 	 3.478224 	
0.015400 	4.471716 	 2.855238 	3.119282 	 2.907831 	5.287995 	 2.570431 	2.932669 	 1.775270 	1.479925 	 1.327910 	3.997690 	 3.383533 	5.117277 	 1.738305 	4.918629 	 1.307166 	5.387255 	 1.608701 	4.037115 	 3.241620 	4.717590 	 0.731464 	2.359404 	 1.792715 	5.189516 	 4.077768 	1.794661 	 3.158546 	2.592555 	 3.090787 	1.105182 	 1.337067 	0.500759 	 3.946065 	4.852688 	 1.306172 	2.662079 	 0.489355 	0.434352 	 3.137019 	3.837440 	 2.641154 	4.903433 	 2.351489 	5.211477 	 2.825677 	4.129214 	 1.792312 	5.166616 	 1.484992 	0.623792 	 4.134775 	1.068972 	 2.838209 	2.809852 	 3.160739 	3.918790 	 1.355531 	2.938572 	 3.665831 	5.484404 	 2.962768 	0.233749 	 3.818137 	2.021632 	 1.637340 	3.643747 	 2.781145 	4.661979 	 2.039890 	2.925211 	 3.140552 	1.360274 	 2.682492 	1.469348 	 1.722336 	0.128842 	 1.343195 	0.384752 	 0.102134 	4.068931 	 0.074180 	4.721841 	 2.670184 	2.805855 	 3.520433 	5.006399 	 1.710190 	2.885263 	 2.431465 	0.143975 	 2.141652 	1.165179 	 4.004282 	5.002842 	 1.479623 	0.413296 	 3.462707 	3.182034 	 3.466731 	
0.015500 	4.478045 	 2.862281 	3.134237 	 2.900672 	5.295128 	 2.581666 	2.923861 	 1.768364 	1.496581 	 1.305788 	4.010518 	 3.389991 	5.134279 	 1.737765 	4.916771 	 1.283706 	5.370581 	 1.628970 	4.036431 	 3.230561 	4.723610 	 0.743557 	2.341428 	 1.790642 	5.214850 	 4.090597 	1.799842 	 3.158198 	2.603806 	 3.085139 	1.107172 	 1.341737 	0.497112 	 3.947865 	4.855304 	 1.312477 	2.681564 	 0.492393 	0.460096 	 3.144501 	3.844753 	 2.646804 	4.894719 	 2.360945 	5.212820 	 2.801425 	4.138673 	 1.773434 	5.175100 	 1.481105 	0.628949 	 4.151721 	1.097945 	 2.849939 	2.823713 	 3.149383 	3.904650 	 1.362024 	2.922691 	 3.660005 	5.481115 	 2.969284 	0.232293 	 3.793405 	2.013962 	 1.658176 	3.661014 	 2.784951 	4.673956 	 2.052238 	2.928353 	 3.149670 	1.373704 	 2.679285 	1.465079 	 1.701792 	0.138078 	 1.351143 	0.406944 	 0.086990 	4.076986 	 0.069146 	4.717344 	 2.673571 	2.829754 	 3.516733 	4.997961 	 1.714302 	2.873852 	 2.417491 	0.154911 	 2.156412 	1.161597 	 4.002239 	5.001557 	 1.489713 	0.434898 	 3.455791 	3.205194 	 3.464327 	
0.015600 	4.477122 	 2.865303 	3.157521 	 2.915445 	5.310026 	 2.594105 	2.913972 	 1.760886 	1.512327 	 1.290399 	4.025400 	 3.388417 	5.154876 	 1.740205 	4.917164 	 1.268507 	5.362088 	 1.634017 	4.023629 	 3.224744 	4.745452 	 0.751963 	2.305663 	 1.797203 	5.239322 	 4.100424 	1.808170 	 3.145985 	2.604138 	 3.088290 	1.104123 	 1.335377 	0.494018 	 3.946521 	4.836834 	 1.320009 	2.700604 	 0.504164 	0.465904 	 3.140588 	3.857695 	 2.652000 	4.891991 	 2.371117 	5.211031 	 2.775701 	4.155476 	 1.762307 	5.195423 	 1.485413 	0.651612 	 4.151874 	1.130557 	 2.852624 	2.814490 	 3.139027 	3.914437 	 1.359838 	2.924244 	 3.648285 	5.479807 	 2.982966 	0.238128 	 3.784596 	2.003611 	 1.659255 	3.660002 	 2.788533 	4.677683 	 2.074440 	2.938112 	 3.143274 	1.389343 	 2.667679 	1.460744 	 1.693119 	0.155098 	 1.350585 	0.426530 	 0.099595 	4.073871 	 0.069789 	4.720703 	 2.681680 	2.843580 	 3.494549 	5.000269 	 1.717789 	2.869529 	 2.413453 	0.159497 	 2.155627 	1.174401 	 3.988028 	5.001045 	 1.492066 	0.438738 	 3.446413 	3.208844 	 3.463168 	
0.015700 	4.481727 	 2.869981 	3.178850 	 2.926930 	5.322066 	 2.628308 	2.919139 	 1.762494 	1.526032 	 1.273109 	4.037405 	 3.390619 	5.174837 	 1.730304 	4.910848 	 1.262662 	5.359086 	 1.642859 	4.011063 	 3.226861 	4.746810 	 0.764747 	2.299376 	 1.797731 	5.272032 	 4.102845 	1.820451 	 3.128855 	2.601975 	 3.078455 	1.113420 	 1.338085 	0.492042 	 3.937058 	4.832651 	 1.337382 	2.719000 	 0.515030 	0.465278 	 3.137286 	3.870899 	 2.663669 	4.893215 	 2.378039 	5.216095 	 2.764734 	4.164976 	 1.775161 	5.200693 	 1.495256 	0.679856 	 4.144747 	1.164125 	 2.858927 	2.793101 	 3.138464 	3.918350 	 1.350573 	2.940090 	 3.652597 	5.484927 	 3.008184 	0.245620 	 3.769897 	1.996770 	 1.667819 	3.664007 	 2.793265 	4.693963 	 2.096639 	2.947758 	 3.138382 	1.399431 	 2.656704 	1.444791 	 1.681788 	0.165722 	 1.342650 	0.427420 	 0.104590 	4.078868 	 0.057313 	4.726496 	 2.683932 	2.834448 	 3.468577 	4.996215 	 1.713871 	2.859522 	 2.423031 	0.162441 	 2.158849 	1.177073 	 3.979603 	5.003835 	 1.503114 	0.437094 	 3.439637 	3.219937 	 3.453225 	
0.015800 	4.488186 	 2.863985 	3.206610 	 2.929508 	5.329669 	 2.663621 	2.918131 	 1.760227 	1.531139 	 1.261514 	4.055881 	 3.388314 	5.181411 	 1.715997 	4.916630 	 1.269668 	5.351004 	 1.630315 	4.001712 	 3.233499 	4.750628 	 0.791074 	2.280916 	 1.801668 	5.295283 	 4.111260 	1.842670 	 3.137614 	2.598082 	 3.068006 	1.126298 	 1.317036 	0.487651 	 3.949600 	4.838491 	 1.344522 	2.726331 	 0.516921 	0.481034 	 3.110483 	3.903240 	 2.661946 	4.900844 	 2.361625 	5.215608 	 2.756740 	4.168738 	 1.784685 	5.194966 	 1.495067 	0.696774 	 4.135033 	1.193046 	 2.875884 	2.783284 	 3.142500 	3.918635 	 1.349586 	2.954808 	 3.668443 	5.492919 	 3.034351 	0.274087 	 3.757759 	1.984380 	 1.658417 	3.665453 	 2.799018 	4.703988 	 2.127709 	2.961823 	 3.145930 	1.390254 	 2.661727 	1.456084 	 1.665575 	0.171771 	 1.351936 	0.421452 	 0.100217 	4.075865 	 0.045425 	4.742343 	 2.686033 	2.835530 	 3.444901 	4.991602 	 1.708644 	2.862453 	 2.421399 	0.153841 	 2.165699 	1.204148 	 3.988514 	4.993259 	 1.521682 	0.432440 	 3.429976 	3.223808 	 3.442948 	
0.015900 	4.478163 	 2.862378 	3.220406 	 2.955647 	5.341576 	 2.693254 	2.914034 	 1.755753 	1.550907 	 1.266040 	4.056868 	 3.398656 	5.200711 	 1.713527 	4.909703 	 1.269169 	5.372601 	 1.616817 	3.993220 	 3.243961 	4.756035 	 0.815520 	2.265008 	 1.819764 	5.309116 	 4.118096 	1.859382 	 3.141023 	2.615451 	 3.051676 	1.131281 	 1.312672 	0.483435 	 3.953485 	4.840930 	 1.350081 	2.748208 	 0.515653 	0.511647 	 3.110080 	3.938469 	 2.660411 	4.897493 	 2.347405 	5.216973 	 2.751612 	4.170436 	 1.792219 	5.190960 	 1.497733 	0.704572 	 4.143157 	1.197002 	 2.881086 	2.782278 	 3.159216 	3.918084 	 1.356260 	2.951713 	 3.672187 	5.496475 	 3.046258 	0.283701 	 3.746701 	1.978516 	 1.661653 	3.651591 	 2.797071 	4.724641 	 2.134285 	2.981284 	 3.130959 	1.405910 	 2.654835 	1.473367 	 1.648250 	0.180256 	 1.353538 	0.430021 	 0.090318 	4.083745 	 0.045672 	4.747057 	 2.682695 	2.836034 	 3.438144 	4.981192 	 1.694187 	2.856868 	 2.430186 	0.136996 	 2.180791 	1.235696 	 3.995801 	4.991015 	 1.534399 	0.433794 	 3.408710 	3.213972 	 3.453119 	
0.016000 	4.486488 	 2.868145 	3.237728 	 2.973507 	5.340491 	 2.710157 	2.909773 	 1.773498 	1.567246 	 1.270199 	4.061258 	 3.406194 	5.208357 	 1.702926 	4.925778 	 1.271379 	5.388972 	 1.616075 	3.986835 	 3.260048 	4.753324 	 0.829091 	2.236119 	 1.828872 	5.314903 	 4.108288 	1.865902 	 3.149007 	2.637954 	 3.046865 	1.124505 	 1.307286 	0.474953 	 3.957286 	4.846818 	 1.351803 	2.762391 	 0.522404 	0.542684 	 3.106679 	3.970038 	 2.669573 	4.905875 	 2.329823 	5.227277 	 2.737650 	4.181177 	 1.790471 	5.190112 	 1.502342 	0.717071 	 4.144149 	1.210674 	 2.876535 	2.772865 	 3.172305 	3.922175 	 1.354297 	2.943889 	 3.691141 	5.513532 	 3.037176 	0.297440 	 3.739517 	1.991945 	 1.652100 	3.666879 	 2.792748 	4.745323 	 2.134601 	2.996908 	 3.110949 	1.409889 	 2.637448 	1.489745 	 1.647463 	0.179443 	 1.363405 	0.447485 	 0.081652 	4.083620 	 0.047350 	4.745801 	 2.678559 	2.844745 	 3.436489 	4.958786 	 1.670079 	2.883072 	 2.441719 	0.111936 	 2.203459 	1.258332 	 3.995240 	4.984993 	 1.538787 	0.434810 	 3.402527 	3.212173 	 3.462402 	
0.016100 	4.506062 	 2.883465 	3.260900 	 2.985314 	5.345049 	 2.736466 	2.924946 	 1.800559 	1.573657 	 1.277963 	4.064927 	 3.406795 	5.208435 	 1.699655 	4.940702 	 1.258345 	5.386776 	 1.614158 	3.985543 	 3.279631 	4.750976 	 0.839798 	2.218068 	 1.831477 	5.307998 	 4.093170 	1.886536 	 3.163180 	2.669450 	 3.045426 	1.117159 	 1.295898 	0.482120 	 3.945642 	4.841923 	 1.348649 	2.769263 	 0.526557 	0.546698 	 3.125916 	3.999585 	 2.678276 	4.892399 	 2.314464 	5.246852 	 2.728060 	4.183188 	 1.810827 	5.179410 	 1.505752 	0.743921 	 4.148579 	1.213570 	 2.873874 	2.777629 	 3.188932 	3.935807 	 1.355874 	2.946463 	 3.708354 	5.514878 	 3.051391 	0.314431 	 3.722568 	2.016679 	 1.654198 	3.675827 	 2.795356 	4.759580 	 2.120608 	3.006485 	 3.097057 	1.414917 	 2.634695 	1.507155 	 1.636407 	0.177125 	 1.384970 	0.459989 	 0.079457 	4.071990 	 0.065483 	4.758151 	 2.675790 	2.846455 	 3.415706 	4.954681 	 1.668983 	2.888442 	 2.448187 	0.114345 	 2.221009 	1.274864 	 3.992248 	4.991041 	 1.536266 	0.441457 	 3.389853 	3.212310 	 3.459743 	
0.016200 	4.517299 	 2.891176 	3.267421 	 2.987043 	5.341901 	 2.745311 	2.925084 	 1.806245 	1.578137 	 1.281000 	4.084652 	 3.401902 	5.221448 	 1.693325 	4.935013 	 1.249017 	5.387320 	 1.611919 	3.973372 	 3.307996 	4.756943 	 0.834827 	2.226954 	 1.840166 	5.308048 	 4.074161 	1.891912 	 3.167991 	2.689840 	 3.026492 	1.097704 	 1.297765 	0.498624 	 3.945896 	4.850282 	 1.349476 	2.781392 	 0.518020 	0.562555 	 3.151486 	4.013164 	 2.696250 	4.895119 	 2.319535 	5.234573 	 2.727642 	4.179615 	 1.822672 	5.190312 	 1.505996 	0.764510 	 4.159412 	1.229983 	 2.883925 	2.784517 	 3.209411 	3.935682 	 1.348043 	2.956823 	 3.719104 	5.514520 	 3.057210 	0.312767 	 3.711590 	2.049124 	 1.650251 	3.686526 	 2.799428 	4.764749 	 2.122330 	3.008475 	 3.069840 	1.422613 	 2.636988 	1.508882 	 1.626807 	0.180494 	 1.394969 	0.448426 	 0.072394 	4.064456 	 0.075474 	4.765776 	 2.665068 	2.837772 	 3.421769 	4.951306 	 1.653305 	2.912567 	 2.447632 	0.126292 	 2.226880 	1.284027 	 3.995998 	4.980510 	 1.534341 	0.443349 	 3.388594 	3.208757 	 3.452006 	
0.016300 	4.542354 	 2.882550 	3.256222 	 2.976318 	5.344638 	 2.754407 	2.923878 	 1.789693 	1.570789 	 1.270498 	4.081198 	 3.401207 	5.230236 	 1.688151 	4.944146 	 1.254711 	5.401471 	 1.594005 	3.969705 	 3.336289 	4.763338 	 0.817286 	2.227680 	 1.855028 	5.321426 	 4.073033 	1.893338 	 3.174126 	2.705591 	 3.017308 	1.076287 	 1.295578 	0.506156 	 3.945070 	4.854287 	 1.342645 	2.781399 	 0.506114 	0.574236 	 3.168713 	4.015026 	 2.703378 	4.898704 	 2.335474 	5.228725 	 2.717229 	4.181767 	 1.829494 	5.190726 	 1.518623 	0.760047 	 4.168629 	1.233987 	 2.895568 	2.785239 	 3.223878 	3.934651 	 1.349895 	2.968654 	 3.731655 	5.511783 	 3.071186 	0.311349 	 3.714768 	2.081533 	 1.644728 	3.704867 	 2.808379 	4.777976 	 2.135190 	3.005476 	 3.064931 	1.410337 	 2.629107 	1.520850 	 1.637430 	0.177431 	 1.390161 	0.448679 	 0.043256 	4.061968 	 0.086310 	4.789089 	 2.662732 	2.829862 	 3.414024 	4.950256 	 1.644499 	2.922093 	 2.457953 	0.136633 	 2.227754 	1.287447 	 3.996789 	4.974503 	 1.549838 	0.444778 	 3.370302 	3.202209 	 3.453699 	
0.016400 	4.560325 	 2.869670 	3.241023 	 2.986883 	5.354658 	 2.760891 	2.927456 	 1.775726 	1.570555 	 1.255640 	4.086752 	 3.403444 	5.248507 	 1.692936 	4.940587 	 1.259942 	5.410916 	 1.578835 	3.962135 	 3.337734 	4.766639 	 0.801096 	2.217679 	 1.875869 	5.336551 	 4.058760 	1.892090 	 3.173283 	2.713035 	 3.030501 	1.068322 	 1.305544 	0.524311 	 3.942533 	4.864919 	 1.332199 	2.789815 	 0.501021 	0.579263 	 3.157389 	4.025888 	 2.711916 	4.913164 	 2.342247 	5.231172 	 2.698837 	4.181318 	 1.818120 	5.212919 	 1.525597 	0.765768 	 4.179916 	1.248801 	 2.890572 	2.771715 	 3.225731 	3.924762 	 1.353491 	2.962393 	 3.732716 	5.512006 	 3.077997 	0.304097 	 3.723948 	2.099728 	 1.639931 	3.735519 	 2.811760 	4.787220 	 2.154848 	3.001562 	 3.084834 	1.423409 	 2.629926 	1.527526 	 1.629724 	0.175639 	 1.379061 	0.465647 	 0.024345 	4.054490 	 0.108614 	4.799007 	 2.655658 	2.833326 	 3.429397 	4.952124 	 1.653738 	2.928713 	 2.452664 	0.148069 	 2.233747 	1.303585 	 3.991625 	4.971860 	 1.547071 	0.454880 	 3.373510 	3.200024 	 3.466980 	
0.016500 	4.580668 	 2.883707 	3.236192 	 3.000776 	5.373222 	 2.788091 	2.953029 	 1.756359 	1.560926 	 1.247085 	4.081497 	 3.393241 	5.255388 	 1.676794 	4.928216 	 1.247579 	5.416334 	 1.568751 	3.959794 	 3.347478 	4.770090 	 0.793553 	2.207260 	 1.900268 	5.365533 	 4.047696 	1.903317 	 3.162455 	2.716756 	 3.032050 	1.065733 	 1.301971 	0.522241 	 3.930834 	4.888265 	 1.317524 	2.794508 	 0.501345 	0.586327 	 3.160730 	4.027657 	 2.718048 	4.919120 	 2.353099 	5.245796 	 2.692763 	4.186915 	 1.818633 	5.236439 	 1.521025 	0.768560 	 4.197526 	1.259490 	 2.894487 	2.758584 	 3.235822 	3.905437 	 1.371467 	2.978159 	 3.737754 	5.510852 	 3.079696 	0.307327 	 3.712123 	2.104293 	 1.647532 	3.769711 	 2.808267 	4.807370 	 2.164680 	2.996286 	 3.093880 	1.431837 	 2.613344 	1.524613 	 1.621832 	0.175809 	 1.362235 	0.465762 	 0.018139 	4.052827 	 0.124659 	4.812275 	 2.643565 	2.843228 	 3.445052 	4.946894 	 1.649075 	2.938488 	 2.433992 	0.163005 	 2.239931 	1.314972 	 3.993089 	4.962556 	 1.546709 	0.456735 	 3.375485 	3.202539 	 3.466488 	
0.016600 	4.589698 	 2.908551 	3.230789 	 3.023708 	5.398414 	 2.805018 	2.970264 	 1.742921 	1.547854 	 1.252396 	4.086704 	 3.375323 	5.269823 	 1.664485 	4.915341 	 1.237046 	5.431480 	 1.555104 	3.954292 	 3.358594 	4.777911 	 0.800632 	2.210872 	 1.921993 	5.394409 	 4.068190 	1.885613 	 3.155311 	2.720332 	 3.038928 	1.067013 	 1.323272 	0.517184 	 3.931113 	4.905072 	 1.316055 	2.808924 	 0.506400 	0.593974 	 3.155288 	4.027808 	 2.721239 	4.919261 	 2.371563 	5.264113 	 2.671183 	4.196737 	 1.813881 	5.241559 	 1.515957 	0.777606 	 4.200061 	1.271691 	 2.911484 	2.754184 	 3.240633 	3.900364 	 1.367576 	2.985267 	 3.749944 	0.012233 	 3.081512 	0.296619 	 3.695988 	2.108292 	 1.631780 	3.787350 	 2.814969 	4.817928 	 2.149970 	3.000147 	 3.100050 	1.440917 	 2.610396 	1.518112 	 1.610953 	0.165104 	 1.349615 	0.459394 	 0.003851 	4.045662 	 0.134131 	4.812490 	 2.646211 	2.834996 	 3.449065 	4.920111 	 1.653018 	2.952992 	 2.425503 	0.165689 	 2.246313 	1.340017 	 3.983955 	4.964682 	 1.546529 	0.459237 	 3.373685 	3.196959 	 3.468191 	
