Time (s)	B1 X (micron) 	 B1 Y (micron) 	B2 X (micron) 	 B2 Y (micron) 	B3 X (micron) 	 B3 Y (micron) 	B4 X (micron) 	 B4 Y (micron) 	B5 X (micron) 	 B5 Y (micron) 	B6 X (micron) 	 B6 Y (micron) 	B7 X (micron) 	 B7 Y (micron) 	B8 X (micron) 	 B8 Y (micron) 	B9 X (micron) 	 B9 Y (micron) 	B10 X (micron) 	 B10 Y (micron) 	B11 X (micron) 	 B11 Y (micron) 	B12 X (micron) 	 B12 Y (micron) 	B13 X (micron) 	 B13 Y (micron) 	B14 X (micron) 	 B14 Y (micron) 	B15 X (micron) 	 B15 Y (micron) 	
0.029200 	4.995960 	 0.618913 	2.172170 	 2.292363 	1.365795 	 0.609623 	4.783133 	 2.953103 	3.481263 	 3.675686 	0.171026 	 0.061778 	0.087441 	 0.472758 	1.762528 	 3.045196 	2.244583 	 3.177194 	1.608166 	 1.070579 	1.600143 	 1.445595 	5.472007 	 3.100042 	5.494861 	 3.014946 	3.935600 	 0.537400 	4.149899 	 0.934346 	
0.029300 	5.004219 	 0.621008 	2.175520 	 2.292767 	1.375739 	 0.612547 	4.788975 	 2.957186 	3.485142 	 3.677025 	0.177307 	 0.059394 	0.093722 	 0.470374 	1.769108 	 3.047391 	2.251164 	 3.179389 	1.611299 	 1.072029 	1.603276 	 1.447046 	5.474610 	 3.099564 	5.497464 	 3.014468 	3.941196 	 0.539338 	4.155495 	 0.936284 	
0.029400 	5.011412 	 0.623245 	2.179306 	 2.292927 	1.384740 	 0.616296 	4.795189 	 2.961896 	3.487986 	 3.677777 	0.183672 	 0.056479 	0.100086 	 0.467459 	1.775588 	 3.049236 	2.257643 	 3.181234 	1.615250 	 1.072558 	1.607227 	 1.447574 	5.477729 	 3.098885 	5.500582 	 3.013789 	3.946318 	 0.541472 	4.160617 	 0.938418 	
0.029500 	5.019351 	 0.625253 	2.182857 	 2.293507 	1.392987 	 0.620896 	4.801916 	 2.966603 	3.490451 	 3.677419 	0.189621 	 0.054012 	0.106035 	 0.464992 	1.783341 	 3.050763 	2.265397 	 3.182761 	1.619497 	 1.072356 	1.611474 	 1.447372 	5.480499 	 3.098288 	5.503352 	 3.013192 	3.951955 	 0.544103 	4.166254 	 0.941049 	
0.029600 	5.028125 	 0.626653 	2.186910 	 2.294576 	4.809357 	 2.971250 	3.492983 	 3.677335 	1.401586 	 0.625364 	1.624342 	 1.071355 	1.616319 	 1.446371 	0.196077 	 0.052365 	0.112492 	 0.463345 	1.791199 	 3.052359 	2.273254 	 3.184357 	5.483796 	 3.097006 	5.506650 	 3.011911 	3.957180 	 0.546259 	4.171479 	 0.943206 	
0.029700 	5.036177 	 0.628522 	2.191455 	 2.295376 	4.816172 	 2.975817 	3.496003 	 3.676925 	1.407188 	 0.625117 	1.629944 	 1.071109 	1.621921 	 1.446125 	0.202672 	 0.050105 	0.119087 	 0.461085 	1.799546 	 3.054274 	2.281602 	 3.186272 	5.487587 	 3.096048 	5.510441 	 3.010952 	3.962576 	 0.548778 	4.176875 	 0.945725 	
0.029800 	5.044503 	 0.630385 	2.196060 	 2.296029 	4.823243 	 2.980273 	3.499095 	 3.676312 	1.412425 	 0.624813 	1.635181 	 1.070804 	1.627158 	 1.445820 	0.209448 	 0.047450 	0.125863 	 0.458430 	1.808421 	 3.055882 	2.290477 	 3.187880 	5.490537 	 3.095402 	5.513391 	 3.010307 	3.967262 	 0.551155 	4.181561 	 0.948101 	
0.029900 	5.054384 	 0.631958 	2.201790 	 2.296063 	4.830514 	 2.983810 	3.502016 	 3.675934 	1.417414 	 0.624437 	1.640170 	 1.070428 	1.632147 	 1.445445 	0.216057 	 0.044850 	0.132472 	 0.455830 	1.816592 	 3.057855 	2.298648 	 3.189853 	5.493707 	 3.095066 	5.516561 	 3.009971 	3.972560 	 0.553682 	4.186859 	 0.950629 	
0.030000 	5.063451 	 0.633672 	2.206671 	 2.296489 	4.837853 	 2.987377 	3.504783 	 3.676395 	1.422306 	 0.624764 	1.645061 	 1.070756 	1.637039 	 1.445772 	0.222835 	 0.042942 	0.139250 	 0.453922 	1.825277 	 3.059570 	2.307333 	 3.191568 	5.497075 	 3.094656 	5.519929 	 3.009560 	3.977225 	 0.556554 	4.191524 	 0.953500 	
0.030100 	5.072514 	 0.636206 	2.211944 	 2.296369 	4.845803 	 2.991127 	3.506392 	 3.677551 	1.427216 	 0.625427 	1.649971 	 1.071418 	1.641949 	 1.446435 	0.229793 	 0.041242 	0.146208 	 0.452223 	1.833383 	 3.061561 	2.315439 	 3.193559 	5.501302 	 3.094905 	5.524156 	 3.009809 	3.982128 	 0.559757 	4.196427 	 0.956704 	
0.030200 	5.080596 	 0.638743 	2.217347 	 2.296270 	4.853188 	 2.993807 	3.508384 	 3.679426 	5.505043 	 3.095007 	0.000396 	 3.009911 	1.431977 	 0.626055 	1.654733 	 1.072046 	1.646710 	 1.447063 	0.236019 	 0.039263 	0.152434 	 0.450243 	1.841194 	 3.063281 	2.323250 	 3.195279 	3.986801 	 0.562889 	4.201100 	 0.959835 	
0.030300 	5.088901 	 0.642484 	2.222986 	 2.295249 	4.859835 	 2.996217 	3.509734 	 3.680856 	5.508322 	 3.095727 	0.004821 	 3.009318 	1.436621 	 0.626342 	1.659377 	 1.072334 	1.651354 	 1.447350 	0.242966 	 0.036482 	0.159381 	 0.447462 	1.848117 	 3.065020 	2.330173 	 3.197018 	3.991494 	 0.565209 	4.205793 	 0.962156 	
0.030400 	5.097511 	 0.645207 	2.227731 	 2.294535 	4.865474 	 2.997954 	3.511606 	 3.681531 	5.512606 	 3.096584 	0.010750 	 3.008300 	1.440863 	 0.626417 	1.663618 	 1.072409 	1.655596 	 1.447425 	0.249636 	 0.034763 	0.166050 	 0.445743 	1.854879 	 3.067078 	2.336935 	 3.199076 	3.996345 	 0.567435 	4.210644 	 0.964382 	
0.030500 	5.106468 	 0.648004 	2.233624 	 2.294647 	4.871023 	 3.000453 	3.511734 	 3.681533 	5.518199 	 3.097253 	0.016490 	 3.007672 	1.445164 	 0.626525 	1.667920 	 1.072517 	1.659897 	 1.447533 	0.256545 	 0.033564 	0.172960 	 0.444544 	1.861718 	 3.069001 	2.343774 	 3.200999 	4.001179 	 0.569555 	4.215477 	 0.966502 	
0.030600 	5.116122 	 0.651629 	2.238281 	 2.296715 	4.876701 	 3.004391 	3.512600 	 3.682043 	5.524438 	 3.098872 	0.022349 	 3.006051 	1.449870 	 0.627000 	1.672626 	 1.072991 	1.664603 	 1.448007 	0.263376 	 0.031654 	0.179791 	 0.442634 	1.868592 	 3.070774 	2.350647 	 3.202772 	4.006297 	 0.571998 	4.220596 	 0.968945 	
0.030700 	5.124866 	 0.654833 	2.241105 	 2.297814 	4.882964 	 3.007548 	3.513076 	 3.683356 	0.003807 	 3.100499 	0.027794 	 3.005106 	1.454711 	 0.626536 	1.677467 	 1.072527 	1.669444 	 1.447543 	0.269568 	 0.029732 	0.185983 	 0.440712 	1.875155 	 3.071699 	2.357211 	 3.203697 	4.011218 	 0.574415 	4.225517 	 0.971362 	
0.030800 	5.133730 	 0.657465 	2.243508 	 2.298743 	4.888606 	 3.010609 	3.513236 	 3.684325 	0.010145 	 3.101053 	0.034131 	 3.005659 	1.459187 	 0.626246 	1.681943 	 1.072237 	1.673920 	 1.447253 	0.275046 	 0.027898 	0.191461 	 0.438878 	1.881702 	 3.072158 	2.363757 	 3.204156 	4.015679 	 0.576824 	4.229978 	 0.973770 	
0.030900 	5.142225 	 0.660205 	2.246633 	 2.300988 	4.895617 	 3.013549 	3.514533 	 3.685124 	0.016518 	 3.101715 	0.040505 	 3.006321 	1.463717 	 0.625861 	1.686473 	 1.071853 	1.678450 	 1.446869 	0.280278 	 0.025893 	0.196693 	 0.436873 	1.889294 	 3.073224 	2.371350 	 3.205222 	4.020387 	 0.578072 	4.234686 	 0.975019 	
0.031000 	5.150361 	 0.663196 	2.249388 	 2.304012 	4.903697 	 3.017522 	3.516413 	 3.687610 	0.022848 	 3.102481 	0.046834 	 3.007087 	1.468398 	 0.625382 	1.691154 	 1.071373 	1.683131 	 1.446389 	0.286356 	 0.023716 	0.202770 	 0.434696 	1.896950 	 3.074587 	2.379006 	 3.206585 	4.025618 	 0.579741 	4.239916 	 0.976688 	
0.031100 	5.157639 	 0.665562 	2.252740 	 2.306260 	4.912208 	 3.022182 	3.518188 	 3.689871 	0.028831 	 3.103433 	0.052817 	 3.008040 	1.473571 	 0.624892 	1.696327 	 1.070884 	1.688304 	 1.445900 	0.292929 	 0.021570 	0.209343 	 0.432550 	1.904629 	 3.075533 	2.386684 	 3.207531 	4.030941 	 0.581484 	4.245240 	 0.978430 	
0.031200 	5.164656 	 0.667476 	2.256414 	 2.309725 	4.921696 	 3.025758 	3.521519 	 3.692032 	0.034992 	 3.104620 	0.058978 	 3.009226 	1.478368 	 0.624012 	1.701124 	 1.070003 	1.693101 	 1.445020 	0.299058 	 0.019775 	0.215473 	 0.430755 	1.912587 	 3.076484 	2.394642 	 3.208482 	4.037424 	 0.583510 	4.251723 	 0.980456 	
0.031300 	5.170993 	 0.668868 	2.260131 	 2.311672 	4.930959 	 3.029445 	3.525241 	 3.694192 	0.040819 	 3.106301 	0.064806 	 3.010907 	1.482876 	 0.622011 	1.705632 	 1.068003 	1.697609 	 1.443019 	0.305554 	 0.018604 	0.221969 	 0.429584 	1.920308 	 3.076959 	2.402364 	 3.208957 	4.043936 	 0.585876 	4.258235 	 0.982823 	
0.031400 	5.176133 	 0.672351 	2.264027 	 2.312672 	4.940192 	 3.032145 	3.528647 	 3.696276 	0.046232 	 3.107882 	0.070219 	 3.012488 	1.487779 	 0.620514 	1.710535 	 1.066505 	1.702512 	 1.441521 	0.311930 	 0.017163 	0.228345 	 0.428143 	1.927082 	 3.076358 	2.409137 	 3.208356 	4.049452 	 0.588191 	4.263751 	 0.985137 	
0.031500 	5.181859 	 0.676246 	2.268365 	 2.314061 	4.949503 	 3.033680 	3.532436 	 3.697641 	0.051640 	 3.109498 	0.075626 	 3.014104 	1.492293 	 0.619151 	1.715049 	 1.065142 	1.707026 	 1.440158 	0.318205 	 0.015835 	0.234619 	 0.426815 	1.934325 	 3.076267 	2.416380 	 3.208265 	4.054441 	 0.590724 	4.268740 	 0.987671 	
0.031600 	5.187688 	 0.680219 	2.272424 	 2.315840 	4.958231 	 3.036050 	3.537381 	 3.700773 	0.056975 	 3.111028 	0.080961 	 3.015634 	1.497040 	 0.618110 	1.719796 	 1.064101 	1.711773 	 1.439118 	0.324030 	 0.015168 	0.240445 	 0.426148 	1.941539 	 3.076233 	2.423594 	 3.208231 	4.058822 	 0.593024 	4.273121 	 0.989971 	
0.031700 	5.194450 	 0.684882 	2.277065 	 2.317687 	4.968540 	 3.038569 	3.540910 	 3.705114 	0.062002 	 3.112560 	0.085988 	 3.017166 	1.501396 	 0.616995 	1.724152 	 1.062987 	1.716129 	 1.438003 	0.330352 	 0.015157 	0.246766 	 0.426137 	1.948163 	 3.076624 	2.430219 	 3.208622 	4.063925 	 0.595176 	4.278224 	 0.992123 	
0.031800 	5.201480 	 0.689621 	2.281438 	 2.319801 	4.978449 	 3.041612 	3.544250 	 3.709535 	0.066579 	 3.114287 	0.090565 	 3.018894 	1.505630 	 0.616003 	1.728385 	 1.061995 	1.720363 	 1.437011 	0.336150 	 0.014978 	0.252565 	 0.425958 	1.954365 	 3.077197 	2.436421 	 3.209195 	4.068735 	 0.597291 	4.283033 	 0.994237 	
0.031900 	5.209094 	 0.694003 	2.285187 	 2.322005 	4.988112 	 3.043031 	3.547634 	 3.712790 	0.071062 	 3.116047 	0.095048 	 3.020653 	1.509978 	 0.614931 	1.732734 	 1.060923 	1.724711 	 1.435939 	0.342008 	 0.015160 	0.258423 	 0.426140 	1.960431 	 3.077629 	2.442487 	 3.209627 	4.073926 	 0.599868 	4.288225 	 0.996815 	
0.032000 	5.217298 	 0.696995 	2.288076 	 2.324621 	4.997841 	 3.043818 	3.550443 	 3.717485 	0.075140 	 3.117054 	0.099126 	 3.021660 	1.514347 	 0.613895 	1.737103 	 1.059886 	1.729080 	 1.434902 	0.348285 	 0.014925 	0.264700 	 0.425905 	1.966115 	 3.077242 	2.448170 	 3.209240 	4.078120 	 0.602544 	4.292419 	 0.999490 	
0.032100 	5.224536 	 0.699269 	2.291995 	 2.326874 	5.006440 	 3.044731 	3.553737 	 3.721492 	0.079545 	 3.118169 	0.103531 	 3.022775 	1.518664 	 0.613521 	1.741420 	 1.059513 	1.733397 	 1.434529 	0.355385 	 0.013834 	0.271799 	 0.424814 	1.971772 	 3.076869 	2.453828 	 3.208867 	4.081670 	 0.605265 	4.295969 	 1.002212 	
0.032200 	5.232377 	 0.702188 	2.296843 	 2.329489 	5.014055 	 3.046254 	3.558125 	 3.727342 	0.084122 	 3.119338 	0.108108 	 3.023944 	1.522895 	 0.612343 	1.745651 	 1.058335 	1.737628 	 1.433351 	0.362096 	 0.012873 	0.278511 	 0.423853 	1.977321 	 3.076556 	2.459377 	 3.208554 	4.085115 	 0.607873 	4.299414 	 1.004819 	
0.032300 	5.240188 	 0.705828 	2.302838 	 2.333663 	5.019836 	 3.048249 	3.563179 	 3.732851 	0.088902 	 3.119934 	0.112889 	 3.024540 	1.527243 	 0.611007 	1.749999 	 1.056998 	1.741976 	 1.432014 	0.368860 	 0.012021 	0.285274 	 0.423001 	1.983162 	 3.076126 	2.465217 	 3.208124 	4.088552 	 0.610060 	4.302851 	 1.007006 	
0.032400 	5.248119 	 0.709077 	2.309160 	 2.337964 	5.025952 	 3.050211 	3.567928 	 3.738349 	0.093521 	 3.120827 	0.117508 	 3.025433 	1.531470 	 0.609339 	1.754226 	 1.055330 	1.746203 	 1.430346 	0.376198 	 0.011282 	0.292613 	 0.422262 	1.989352 	 3.076157 	2.471407 	 3.208155 	4.091816 	 0.611416 	4.306115 	 1.008362 	
0.032500 	5.255613 	 0.713323 	2.315970 	 2.341934 	5.030959 	 3.052174 	3.572547 	 3.743874 	0.097834 	 3.121525 	0.121820 	 3.026131 	1.536456 	 0.608451 	1.759212 	 1.054442 	1.751189 	 1.429458 	0.383867 	 0.011455 	0.300282 	 0.422435 	1.995141 	 3.076343 	2.477197 	 3.208341 	4.095670 	 0.612586 	4.309969 	 1.009533 	
0.032600 	5.263488 	 0.717448 	2.322897 	 2.345700 	5.035601 	 3.053657 	3.576886 	 3.749041 	0.101999 	 3.122570 	0.125985 	 3.027176 	1.541666 	 0.607664 	1.764422 	 1.053655 	1.756399 	 1.428671 	0.391863 	 0.012089 	0.308278 	 0.423069 	2.000897 	 3.076624 	2.482952 	 3.208622 	4.098567 	 0.613696 	4.312866 	 1.010643 	
0.032700 	5.270756 	 0.720750 	2.329821 	 2.349650 	5.040758 	 3.055748 	3.582781 	 3.753649 	0.106457 	 3.123873 	0.130443 	 3.028479 	1.546557 	 0.606832 	1.769313 	 1.052824 	1.761290 	 1.427840 	0.399661 	 0.012264 	0.316076 	 0.423244 	2.006541 	 3.076721 	2.488596 	 3.208719 	4.101740 	 0.615074 	4.316039 	 1.012021 	
0.032800 	5.277291 	 0.723467 	2.337552 	 2.353640 	5.047462 	 3.057451 	3.588965 	 3.757604 	0.110654 	 3.125048 	0.134640 	 3.029654 	1.551148 	 0.605485 	1.773904 	 1.051477 	1.765881 	 1.426493 	0.406849 	 0.012327 	0.323264 	 0.423307 	2.012594 	 3.076780 	2.494650 	 3.208778 	4.106338 	 0.615865 	4.320637 	 1.012811 	
0.032900 	5.283973 	 0.727511 	2.346023 	 2.357382 	5.053403 	 3.059461 	3.594740 	 3.761948 	0.114575 	 3.126137 	0.138561 	 3.030743 	1.555866 	 0.604085 	1.778622 	 1.050077 	1.770599 	 1.425093 	0.413394 	 0.012305 	0.329809 	 0.423285 	2.018761 	 3.077034 	2.500817 	 3.209032 	4.110906 	 0.616855 	4.325205 	 1.013802 	
0.033000 	5.290466 	 0.730840 	2.352689 	 2.362617 	5.058501 	 3.060821 	3.601423 	 3.766014 	0.117451 	 3.127177 	0.141438 	 3.031783 	1.560882 	 0.602521 	1.783637 	 1.048512 	1.775615 	 1.423528 	0.419658 	 0.012223 	0.336073 	 0.423203 	2.025038 	 3.077131 	2.507093 	 3.209129 	4.116068 	 0.617850 	4.330367 	 1.014796 	
0.033100 	5.296387 	 0.732834 	2.359606 	 2.368124 	5.065606 	 3.061330 	3.608041 	 3.769594 	0.121105 	 3.127740 	0.145091 	 3.032346 	1.565873 	 0.600824 	1.788629 	 1.046815 	1.780606 	 1.421832 	0.425663 	 0.012499 	0.342078 	 0.423479 	2.031788 	 3.077606 	2.513844 	 3.209604 	4.120619 	 0.619744 	4.334918 	 1.016690 	
0.033200 	5.302269 	 0.734249 	2.366466 	 2.373860 	5.072795 	 3.061092 	3.614543 	 3.772761 	0.124552 	 3.127358 	0.148539 	 3.031964 	1.570538 	 0.599595 	1.793294 	 1.045587 	1.785271 	 1.420603 	0.431107 	 0.013235 	0.347522 	 0.424215 	2.038803 	 3.078307 	2.520859 	 3.210305 	4.125763 	 0.621238 	4.340062 	 1.018184 	
0.033300 	5.309346 	 0.736546 	2.372645 	 2.380052 	5.080227 	 3.061002 	3.620150 	 3.777950 	0.127582 	 3.126550 	0.151568 	 3.031156 	1.575350 	 0.597780 	1.798106 	 1.043772 	1.790083 	 1.418788 	0.436353 	 0.014006 	0.352768 	 0.424986 	2.045672 	 3.078775 	2.527727 	 3.210773 	4.130128 	 0.622399 	4.344427 	 1.019345 	
0.033400 	5.315589 	 0.738310 	2.377704 	 2.385226 	5.087814 	 3.061959 	3.626049 	 3.782409 	0.131012 	 3.125940 	0.154998 	 3.030546 	1.580196 	 0.596172 	1.802952 	 1.042163 	1.794929 	 1.417180 	0.441925 	 0.014354 	0.358340 	 0.425334 	2.051580 	 3.079508 	2.533635 	 3.211506 	4.133774 	 0.623403 	4.348073 	 1.020350 	
0.033500 	5.321585 	 0.739508 	2.382554 	 2.390661 	5.094434 	 3.063045 	3.631997 	 3.785868 	0.134182 	 3.125341 	0.158168 	 3.029947 	1.585284 	 0.594944 	1.808040 	 1.040935 	1.800017 	 1.415951 	0.448081 	 0.014018 	0.364496 	 0.424998 	2.057436 	 3.079571 	2.539491 	 3.211569 	4.137971 	 0.624017 	4.352270 	 1.020963 	
0.033600 	5.328932 	 0.740944 	2.387508 	 2.395760 	5.101296 	 3.065045 	3.638145 	 3.788779 	0.137847 	 3.124837 	0.161833 	 3.029444 	1.590194 	 0.594153 	1.812950 	 1.040145 	1.804927 	 1.415161 	0.453926 	 0.013233 	0.370341 	 0.424213 	2.063517 	 3.079570 	2.545573 	 3.211568 	4.142447 	 0.624535 	4.356745 	 1.021481 	
0.033700 	5.336200 	 0.742317 	2.392535 	 2.400379 	5.107557 	 3.067056 	3.643433 	 3.792017 	0.141803 	 3.123748 	0.165790 	 3.028354 	1.595104 	 0.593579 	1.817860 	 1.039571 	1.809837 	 1.414587 	0.459651 	 0.012852 	0.376066 	 0.423832 	2.069850 	 3.079939 	2.551906 	 3.211937 	4.146510 	 0.625434 	4.360809 	 1.022380 	
0.033800 	5.343977 	 0.744038 	2.397099 	 2.405929 	5.113918 	 3.069541 	3.648909 	 3.796050 	0.145752 	 3.122468 	0.169738 	 3.027075 	1.600073 	 0.592335 	1.822828 	 1.038326 	1.814806 	 1.413342 	0.466136 	 0.013119 	0.382551 	 0.424099 	2.076045 	 3.080054 	2.558100 	 3.212052 	4.150322 	 0.626327 	4.364621 	 1.023274 	
0.033900 	5.351154 	 0.745482 	2.401430 	 2.409902 	5.119931 	 3.073009 	3.654226 	 3.799262 	0.149801 	 3.121364 	0.173787 	 3.025971 	1.605448 	 0.591497 	1.828204 	 1.037489 	1.820181 	 1.412505 	0.473360 	 0.014199 	0.389775 	 0.425179 	2.082674 	 3.080049 	2.564730 	 3.212047 	4.154150 	 0.627460 	4.368449 	 1.024406 	
0.034000 	5.358189 	 0.747079 	2.404446 	 2.413517 	5.126603 	 3.076118 	3.660234 	 3.801665 	0.154404 	 3.119761 	0.178390 	 3.024367 	1.610689 	 0.590736 	1.833445 	 1.036727 	1.825422 	 1.411744 	0.479704 	 0.014951 	0.396118 	 0.425931 	2.089861 	 3.079238 	2.571917 	 3.211236 	4.158119 	 0.628300 	4.372417 	 1.025246 	
0.034100 	5.366620 	 0.748857 	2.407462 	 2.418213 	5.132452 	 3.078002 	3.666529 	 3.804728 	0.159259 	 3.118597 	0.183245 	 3.023203 	1.615690 	 0.589852 	1.838446 	 1.035844 	1.830423 	 1.410860 	0.486241 	 0.015803 	0.402656 	 0.426783 	2.096319 	 3.078739 	2.578374 	 3.210737 	4.161827 	 0.628421 	4.376126 	 1.025367 	
0.034200 	5.374927 	 0.751347 	2.410640 	 2.422574 	5.137627 	 3.079609 	3.674115 	 3.807412 	0.164322 	 3.117087 	0.188308 	 3.021693 	1.620784 	 0.589787 	1.843539 	 1.035778 	1.835517 	 1.410794 	0.492683 	 0.016677 	0.409098 	 0.427657 	2.102910 	 3.078330 	2.584965 	 3.210328 	4.165505 	 0.628891 	4.379804 	 1.025838 	
0.034300 	5.383033 	 0.753629 	2.412851 	 2.426456 	5.143766 	 3.081411 	3.680524 	 3.809159 	0.169235 	 3.115245 	0.193221 	 3.019851 	1.625861 	 0.589247 	1.848617 	 1.035239 	1.840594 	 1.410255 	0.498437 	 0.018054 	0.414852 	 0.429034 	2.108938 	 3.077089 	2.590993 	 3.209087 	4.168554 	 0.629343 	4.382853 	 1.026290 	
0.034400 	5.391145 	 0.755315 	2.415423 	 2.431604 	5.150330 	 3.083941 	3.686906 	 3.811300 	0.174461 	 3.113234 	0.198447 	 3.017840 	1.631031 	 0.589186 	1.853786 	 1.035177 	1.845764 	 1.410193 	0.503739 	 0.019154 	0.420154 	 0.430134 	2.115164 	 3.076134 	2.597219 	 3.208132 	4.171159 	 0.629162 	4.385457 	 1.026108 	
0.034500 	5.399374 	 0.757768 	2.418795 	 2.436494 	5.157095 	 3.086976 	3.693429 	 3.813889 	0.179709 	 3.111722 	0.203695 	 3.016328 	1.636434 	 0.589040 	1.859190 	 1.035031 	1.851167 	 1.410047 	0.509069 	 0.020413 	0.425483 	 0.431393 	2.121639 	 3.075037 	2.603694 	 3.207035 	4.174305 	 0.629269 	4.388604 	 1.026215 	
0.034600 	5.407990 	 0.760867 	2.421151 	 2.441861 	5.164208 	 3.090427 	3.699498 	 3.815751 	0.185243 	 3.111023 	0.209229 	 3.015629 	1.641953 	 0.588747 	1.864709 	 1.034739 	1.856686 	 1.409755 	0.513980 	 0.021623 	0.430395 	 0.432603 	2.127988 	 3.074045 	2.610044 	 3.206043 	4.177691 	 0.629366 	4.391990 	 1.026313 	
0.034700 	5.416962 	 0.765528 	2.424577 	 2.445299 	5.170734 	 3.093532 	3.704234 	 3.818149 	0.191113 	 3.110732 	0.215099 	 3.015338 	1.647421 	 0.588217 	1.870177 	 1.034208 	1.862154 	 1.409225 	0.518509 	 0.022844 	0.434923 	 0.433824 	2.134324 	 3.073207 	2.616380 	 3.205205 	4.179970 	 0.629807 	4.394269 	 1.026753 	
0.034800 	5.425057 	 0.770720 	2.427119 	 2.447462 	5.176476 	 3.096936 	3.708971 	 3.821427 	0.196583 	 3.110683 	0.220569 	 3.015289 	1.652882 	 0.587274 	1.875638 	 1.033265 	1.867615 	 1.408282 	0.522875 	 0.024577 	0.439290 	 0.435557 	2.141236 	 3.071578 	2.623291 	 3.203576 	4.182469 	 0.630135 	4.396768 	 1.027081 	
0.034900 	5.432928 	 0.775950 	2.429877 	 2.449959 	5.181826 	 3.100086 	3.714716 	 3.824647 	0.202216 	 3.109611 	0.226202 	 3.014218 	1.658277 	 0.586494 	1.881033 	 1.032486 	1.873010 	 1.407502 	0.526555 	 0.026164 	0.442970 	 0.437144 	2.148689 	 3.070310 	2.630745 	 3.202308 	4.185521 	 0.631335 	4.399819 	 1.028281 	
0.035000 	5.440653 	 0.779533 	2.432206 	 2.450810 	5.186833 	 3.103023 	3.721029 	 3.827920 	0.207541 	 3.108489 	0.231527 	 3.013095 	1.663005 	 0.586121 	1.885761 	 1.032113 	1.877738 	 1.407129 	0.531193 	 0.027330 	0.447607 	 0.438310 	2.156451 	 3.068901 	2.638507 	 3.200899 	4.188804 	 0.632710 	4.403103 	 1.029657 	
0.035100 	5.448189 	 0.782947 	2.433328 	 2.452677 	5.193102 	 3.107119 	3.727202 	 3.831570 	0.212854 	 3.107274 	0.236840 	 3.011880 	1.667847 	 0.585814 	1.890603 	 1.031806 	1.882580 	 1.406822 	0.535220 	 0.028999 	0.451635 	 0.439979 	2.164022 	 3.067176 	2.646077 	 3.199174 	4.192039 	 0.634295 	4.406338 	 1.031242 	
0.035200 	5.455719 	 0.786189 	2.435436 	 2.453628 	5.200509 	 3.111361 	3.733775 	 3.835305 	0.218131 	 3.104483 	0.242117 	 3.009089 	1.672819 	 0.585709 	1.895575 	 1.031700 	1.887552 	 1.406717 	0.539182 	 0.029920 	0.455596 	 0.440901 	2.171498 	 3.065284 	2.653554 	 3.197282 	4.195519 	 0.635455 	4.409818 	 1.032402 	
0.035300 	5.462991 	 0.789954 	2.437599 	 2.454561 	5.209002 	 3.115643 	3.740611 	 3.837632 	0.222760 	 3.102136 	0.246746 	 3.006742 	1.678211 	 0.584914 	1.900967 	 1.030905 	1.892944 	 1.405921 	0.543774 	 0.031107 	0.460189 	 0.442087 	2.178861 	 3.063346 	2.660917 	 3.195344 	4.198725 	 0.636170 	4.413024 	 1.033117 	
0.035400 	5.470808 	 0.792593 	2.440212 	 2.456076 	5.216873 	 3.120098 	3.748085 	 3.839067 	0.227578 	 3.100657 	0.251564 	 3.005263 	1.683437 	 0.584728 	1.906193 	 1.030720 	1.898170 	 1.405736 	0.548149 	 0.032535 	0.464564 	 0.443515 	2.186176 	 3.061537 	2.668232 	 3.193535 	4.201989 	 0.637142 	4.416288 	 1.034088 	
0.035500 	5.479226 	 0.794576 	2.442900 	 2.457245 	5.224513 	 3.124431 	3.754767 	 3.841678 	0.231974 	 3.098563 	0.255960 	 3.003169 	1.689239 	 0.584721 	1.911995 	 1.030713 	1.903972 	 1.405729 	0.552512 	 0.034831 	0.468927 	 0.445811 	2.193169 	 3.060129 	2.675224 	 3.192127 	4.204737 	 0.637468 	4.419036 	 1.034415 	
0.035600 	5.487080 	 0.796248 	2.445890 	 2.458370 	5.232939 	 3.127295 	3.761058 	 3.843648 	0.236437 	 3.096373 	0.260424 	 3.000979 	1.695056 	 0.584817 	1.917812 	 1.030808 	1.909789 	 1.405824 	0.556862 	 0.037416 	0.473277 	 0.448396 	2.200263 	 3.058599 	2.682319 	 3.190597 	4.207999 	 0.637564 	4.422298 	 1.034511 	
0.035700 	5.495185 	 0.797815 	2.449000 	 2.460100 	5.240110 	 3.128888 	3.767438 	 3.846899 	0.240711 	 3.094488 	0.264697 	 2.999094 	1.701160 	 0.584866 	1.923916 	 1.030857 	1.915893 	 1.405873 	0.561688 	 0.040235 	0.478103 	 0.451215 	2.206333 	 3.057421 	2.688389 	 3.189419 	4.211009 	 0.637449 	4.425308 	 1.034395 	
0.035800 	5.504712 	 0.799486 	2.450952 	 2.462096 	5.246629 	 3.130021 	3.774235 	 3.850367 	0.245017 	 3.092815 	0.269003 	 2.997421 	1.706904 	 0.584658 	1.929660 	 1.030649 	1.921637 	 1.405666 	0.566365 	 0.043073 	0.482780 	 0.454053 	2.212853 	 3.056533 	2.694908 	 3.188531 	4.213736 	 0.637094 	4.428034 	 1.034041 	
